Iteration,Shape1,Width1,Height1,Color1,Shape2,Width2,Height2,Color2,Shape3,Width3,Height3,Color3,Shape4,Width4,Height4,Color4,Shape5,Width5,Height5,Color5,iteration
1177,Rect1,64,20,orange,Rect2,116,36,red,Rect3,112,32,red,Rect4,48,40,yellow,Rect5,304,71,blue,31
1178,Rect1,64,22,orange,Rect2,118,30,red,Rect3,110,38,red,Rect4,48,32,yellow,Rect5,302,71,blue,31
1179,Rect1,66,18,orange,Rect2,114,38,red,Rect3,120,38,red,Rect4,44,34,yellow,Rect5,310,67,blue,31
1180,Rect1,68,16,orange,Rect2,120,36,red,Rect3,114,32,red,Rect4,48,30,yellow,Rect5,306,65,blue,31
1181,Rect1,60,12,orange,Rect2,114,40,red,Rect3,114,32,red,Rect4,40,38,yellow,Rect5,304,67,blue,31
1182,Rect1,60,16,orange,Rect2,118,30,red,Rect3,118,34,red,Rect4,46,36,yellow,Rect5,300,69,blue,31
1183,Rect1,68,18,orange,Rect2,120,30,red,Rect3,112,38,red,Rect4,48,32,yellow,Rect5,304,73,blue,31
1184,Rect1,66,14,orange,Rect2,110,36,red,Rect3,112,36,red,Rect4,44,40,yellow,Rect5,304,65,blue,31
1185,Rect1,62,18,orange,Rect2,114,38,red,Rect3,118,32,red,Rect4,44,32,yellow,Rect5,310,67,blue,31
1186,Rect1,66,22,orange,Rect2,116,38,red,Rect3,118,38,red,Rect4,50,30,yellow,Rect5,300,75,blue,31
1187,Rect1,66,18,orange,Rect2,120,38,red,Rect3,110,32,red,Rect4,40,34,yellow,Rect5,300,67,blue,31
1188,Rect1,68,22,orange,Rect2,112,30,red,Rect3,120,30,red,Rect4,40,36,yellow,Rect5,300,73,blue,31
1189,Rect1,62,22,orange,Rect2,112,32,red,Rect3,118,36,red,Rect4,40,32,yellow,Rect5,300,73,blue,31
1190,Rect1,62,12,orange,Rect2,110,34,red,Rect3,116,34,red,Rect4,48,30,yellow,Rect5,302,67,blue,31
1191,Rect1,66,18,orange,Rect2,114,40,red,Rect3,120,30,red,Rect4,50,32,yellow,Rect5,306,71,blue,31
1192,Rect1,66,16,orange,Rect2,110,34,red,Rect3,120,32,red,Rect4,40,32,yellow,Rect5,308,73,blue,31
1193,Rect1,68,16,orange,Rect2,116,34,red,Rect3,114,40,red,Rect4,46,32,yellow,Rect5,310,67,blue,31
1194,Rect1,68,20,orange,Rect2,118,36,red,Rect3,118,34,red,Rect4,48,34,yellow,Rect5,300,71,blue,31
1195,Rect1,60,16,orange,Rect2,112,30,red,Rect3,114,34,red,Rect4,40,30,yellow,Rect5,304,67,blue,31
1196,Rect1,66,16,orange,Rect2,116,30,red,Rect3,112,30,red,Rect4,48,30,yellow,Rect5,302,73,blue,31
1197,Rect1,70,12,orange,Rect2,118,34,red,Rect3,112,32,red,Rect4,42,36,yellow,Rect5,308,65,blue,31
1198,Rect1,60,16,orange,Rect2,116,32,red,Rect3,120,32,red,Rect4,44,32,yellow,Rect5,304,75,blue,31
1199,Rect1,64,12,orange,Rect2,116,34,red,Rect3,116,30,red,Rect4,44,30,yellow,Rect5,300,65,blue,31
1200,Rect1,70,22,orange,Rect2,114,38,red,Rect3,114,38,red,Rect4,40,30,yellow,Rect5,300,71,blue,31
1201,Rect1,66,12,orange,Rect2,114,34,red,Rect3,114,38,red,Rect4,40,34,yellow,Rect5,310,69,blue,31
1202,Rect1,64,12,orange,Rect2,112,34,red,Rect3,112,40,red,Rect4,46,34,yellow,Rect5,308,69,blue,31
1203,Rect1,60,20,orange,Rect2,116,32,red,Rect3,118,34,red,Rect4,40,38,yellow,Rect5,306,73,blue,31
1204,Rect1,62,12,orange,Rect2,116,30,red,Rect3,114,36,red,Rect4,40,30,yellow,Rect5,302,71,blue,31
1205,Rect1,62,16,orange,Rect2,116,34,red,Rect3,114,36,red,Rect4,44,36,yellow,Rect5,304,67,blue,31
1206,Rect1,62,12,orange,Rect2,112,36,red,Rect3,112,30,red,Rect4,42,32,yellow,Rect5,302,69,blue,31
1207,Rect1,62,14,orange,Rect2,116,34,red,Rect3,116,32,red,Rect4,48,34,yellow,Rect5,300,69,blue,31
1208,Rect1,62,16,orange,Rect2,110,32,red,Rect3,110,34,red,Rect4,46,36,yellow,Rect5,300,69,blue,31
1209,Rect1,66,12,orange,Rect2,114,32,red,Rect3,118,34,red,Rect4,40,30,yellow,Rect5,302,73,blue,31
1210,Rect1,70,14,orange,Rect2,112,36,red,Rect3,114,32,red,Rect4,40,38,yellow,Rect5,310,67,blue,31
1211,Rect1,70,18,orange,Rect2,118,40,red,Rect3,116,36,red,Rect4,46,40,yellow,Rect5,300,65,blue,31
1212,Rect1,68,16,orange,Rect2,112,32,red,Rect3,110,30,red,Rect4,44,36,yellow,Rect5,300,71,blue,31
1213,Rect1,62,12,orange,Rect2,110,30,red,Rect3,118,32,red,Rect4,46,38,yellow,Rect5,308,65,blue,31
1214,Rect1,70,20,orange,Rect2,116,34,red,Rect3,118,30,red,Rect4,44,38,yellow,Rect5,302,65,blue,31
1215,Rect1,66,16,orange,Rect2,116,38,red,Rect3,120,30,red,Rect4,46,40,yellow,Rect5,300,69,blue,31
1216,Rect1,60,18,orange,Rect2,110,36,red,Rect3,114,34,red,Rect4,48,36,yellow,Rect5,306,67,blue,31
1217,Rect1,66,18,orange,Rect2,112,36,red,Rect3,118,36,red,Rect4,44,40,yellow,Rect5,310,71,blue,31
1218,Rect1,64,16,orange,Rect2,112,34,red,Rect3,116,36,red,Rect4,40,30,yellow,Rect5,302,73,blue,31
1219,Rect1,68,22,orange,Rect2,110,34,red,Rect3,112,32,red,Rect4,46,32,yellow,Rect5,300,65,blue,31
1220,Rect1,62,12,orange,Rect2,120,36,red,Rect3,114,34,red,Rect4,42,32,yellow,Rect5,300,65,blue,31
1221,Rect1,66,16,orange,Rect2,114,36,red,Rect3,110,34,red,Rect4,40,30,yellow,Rect5,302,75,blue,31
1222,Rect1,60,18,orange,Rect2,120,36,red,Rect3,116,34,red,Rect4,40,38,yellow,Rect5,302,65,blue,31
1223,Rect1,62,12,orange,Rect2,110,32,red,Rect3,118,32,red,Rect4,42,30,yellow,Rect5,302,73,blue,31
1224,Rect1,68,16,orange,Rect2,118,32,red,Rect3,118,36,red,Rect4,50,32,yellow,Rect5,306,69,blue,31
1225,Rect1,62,18,orange,Rect2,116,38,red,Rect3,110,34,red,Rect4,48,40,yellow,Rect5,302,67,blue,31
1226,Rect1,68,22,orange,Rect2,114,32,red,Rect3,112,34,red,Rect4,46,38,yellow,Rect5,304,67,blue,31
1227,Rect1,62,20,orange,Rect2,112,32,red,Rect3,112,34,red,Rect4,44,36,yellow,Rect5,308,69,blue,31
1228,Rect1,68,14,orange,Rect2,114,30,red,Rect3,118,40,red,Rect4,44,40,yellow,Rect5,300,71,blue,31
1229,Rect1,64,22,orange,Rect2,110,32,red,Rect3,112,30,red,Rect4,40,30,yellow,Rect5,302,67,blue,31
1230,Rect1,64,18,orange,Rect2,118,30,red,Rect3,112,32,red,Rect4,50,38,yellow,Rect5,302,65,blue,31
1231,Rect1,64,20,orange,Rect2,116,30,red,Rect3,118,38,red,Rect4,44,34,yellow,Rect5,308,65,blue,31
1232,Rect1,66,12,orange,Rect2,120,30,red,Rect3,114,38,red,Rect4,46,40,yellow,Rect5,306,73,blue,31
1233,Rect1,60,16,orange,Rect2,112,38,red,Rect3,116,34,red,Rect4,50,38,yellow,Rect5,304,67,blue,31
1234,Rect1,62,20,orange,Rect2,116,30,red,Rect3,114,34,red,Rect4,50,38,yellow,Rect5,304,69,blue,31
1235,Rect1,66,18,orange,Rect2,110,30,red,Rect3,110,36,red,Rect4,48,36,yellow,Rect5,308,65,blue,31
1236,Rect1,68,16,orange,Rect2,114,38,red,Rect3,116,36,red,Rect4,44,38,yellow,Rect5,304,67,blue,31
1237,Rect1,70,20,orange,Rect2,120,32,red,Rect3,114,36,red,Rect4,46,40,yellow,Rect5,310,71,blue,31
1238,Rect1,66,18,orange,Rect2,118,36,red,Rect3,116,40,red,Rect4,50,32,yellow,Rect5,306,69,blue,31
1239,Rect1,62,18,orange,Rect2,114,30,red,Rect3,114,30,red,Rect4,40,40,yellow,Rect5,306,73,blue,31
1240,Rect1,66,20,orange,Rect2,112,38,red,Rect3,118,38,red,Rect4,40,36,yellow,Rect5,304,65,blue,31
1241,Rect1,64,16,orange,Rect2,112,30,red,Rect3,120,36,red,Rect4,44,38,yellow,Rect5,304,69,blue,31
1242,Rect1,66,16,orange,Rect2,116,38,red,Rect3,118,32,red,Rect4,50,30,yellow,Rect5,306,73,blue,31
1243,Rect1,62,12,orange,Rect2,110,38,red,Rect3,110,38,red,Rect4,48,36,yellow,Rect5,308,75,blue,31
1244,Rect1,62,14,orange,Rect2,114,40,red,Rect3,116,30,red,Rect4,50,32,yellow,Rect5,304,67,blue,31
1245,Rect1,64,14,orange,Rect2,112,34,red,Rect3,116,38,red,Rect4,44,32,yellow,Rect5,308,71,blue,31
1246,Rect1,68,14,orange,Rect2,114,38,red,Rect3,114,32,red,Rect4,50,30,yellow,Rect5,304,71,blue,31
1247,Rect1,62,14,orange,Rect2,116,30,red,Rect3,116,30,red,Rect4,46,32,yellow,Rect5,302,69,blue,31
1248,Rect1,60,18,orange,Rect2,114,40,red,Rect3,116,38,red,Rect4,46,30,yellow,Rect5,302,69,blue,31
1249,Rect1,66,18,orange,Rect2,120,32,red,Rect3,116,38,red,Rect4,48,38,yellow,Rect5,304,69,blue,31
1250,Rect1,62,16,orange,Rect2,110,30,red,Rect3,112,34,red,Rect4,48,30,yellow,Rect5,304,65,blue,31
1251,Rect1,64,16,orange,Rect2,118,34,red,Rect3,114,36,red,Rect4,48,38,yellow,Rect5,302,65,blue,31
1252,Rect1,60,14,orange,Rect2,114,38,red,Rect3,120,34,red,Rect4,42,30,yellow,Rect5,310,73,blue,31
1253,Rect1,70,14,orange,Rect2,112,32,red,Rect3,114,34,red,Rect4,48,30,yellow,Rect5,310,69,blue,31
1254,Rect1,68,16,orange,Rect2,116,36,red,Rect3,114,40,red,Rect4,44,34,yellow,Rect5,308,71,blue,31
1255,Rect1,66,12,orange,Rect2,120,30,red,Rect3,116,34,red,Rect4,44,38,yellow,Rect5,306,65,blue,31
1256,Rect1,66,22,orange,Rect2,116,36,red,Rect3,112,36,red,Rect4,46,34,yellow,Rect5,300,75,blue,31
1257,Rect1,62,14,orange,Rect2,118,30,red,Rect3,114,30,red,Rect4,46,38,yellow,Rect5,306,73,blue,31
1258,Rect1,62,14,orange,Rect2,116,38,red,Rect3,110,34,red,Rect4,50,38,yellow,Rect5,300,73,blue,31
1259,Rect1,66,12,orange,Rect2,110,34,red,Rect3,118,32,red,Rect4,48,38,yellow,Rect5,310,75,blue,31
1260,Rect1,66,18,orange,Rect2,110,38,red,Rect3,118,34,red,Rect4,42,34,yellow,Rect5,300,75,blue,31
1261,Rect1,66,12,orange,Rect2,120,30,red,Rect3,118,38,red,Rect4,46,30,yellow,Rect5,304,71,blue,31
1262,Rect1,68,16,orange,Rect2,110,34,red,Rect3,112,36,red,Rect4,46,38,yellow,Rect5,308,71,blue,31
1263,Rect1,66,12,orange,Rect2,120,38,red,Rect3,116,30,red,Rect4,40,30,yellow,Rect5,310,65,blue,31
1264,Rect1,62,14,orange,Rect2,112,36,red,Rect3,114,34,red,Rect4,46,30,yellow,Rect5,308,67,blue,31
1265,Rect1,68,16,orange,Rect2,110,36,red,Rect3,110,38,red,Rect4,44,34,yellow,Rect5,304,73,blue,31
1266,Rect1,62,18,orange,Rect2,110,36,red,Rect3,120,32,red,Rect4,44,32,yellow,Rect5,302,71,blue,31
1267,Rect1,66,14,orange,Rect2,110,38,red,Rect3,110,36,red,Rect4,50,30,yellow,Rect5,304,75,blue,31
1268,Rect1,64,12,orange,Rect2,116,30,red,Rect3,118,32,red,Rect4,46,38,yellow,Rect5,304,73,blue,31
1269,Rect1,66,16,orange,Rect2,114,34,red,Rect3,114,36,red,Rect4,50,32,yellow,Rect5,306,69,blue,31
1270,Rect1,62,18,orange,Rect2,114,30,red,Rect3,114,36,red,Rect4,50,40,yellow,Rect5,308,67,blue,31
1271,Rect1,60,14,orange,Rect2,110,32,red,Rect3,112,30,red,Rect4,40,38,yellow,Rect5,304,75,blue,31
1272,Rect1,60,22,orange,Rect2,114,32,red,Rect3,116,38,red,Rect4,42,36,yellow,Rect5,308,65,blue,31
1273,Rect1,62,20,orange,Rect2,116,36,red,Rect3,110,30,red,Rect4,42,32,yellow,Rect5,310,75,blue,31
1274,Rect1,70,12,orange,Rect2,118,38,red,Rect3,120,40,red,Rect4,48,32,yellow,Rect5,302,73,blue,31
1275,Rect1,66,12,orange,Rect2,114,34,red,Rect3,110,36,red,Rect4,42,38,yellow,Rect5,306,69,blue,31
1276,Rect1,66,22,orange,Rect2,118,38,red,Rect3,110,36,red,Rect4,50,36,yellow,Rect5,300,69,blue,31
1277,Rect1,66,20,orange,Rect2,110,32,red,Rect3,114,32,red,Rect4,46,38,yellow,Rect5,300,69,blue,31
1278,Rect1,60,16,orange,Rect2,116,36,red,Rect3,110,36,red,Rect4,48,32,yellow,Rect5,306,65,blue,31
1279,Rect1,60,18,orange,Rect2,120,38,red,Rect3,118,34,red,Rect4,46,40,yellow,Rect5,302,65,blue,31
1280,Rect1,62,18,orange,Rect2,120,36,red,Rect3,112,36,red,Rect4,44,36,yellow,Rect5,306,67,blue,31
1281,Rect1,64,16,orange,Rect2,110,34,red,Rect3,112,36,red,Rect4,40,36,yellow,Rect5,302,67,blue,31
1282,Rect1,66,14,orange,Rect2,116,36,red,Rect3,116,38,red,Rect4,48,38,yellow,Rect5,304,73,blue,31
1283,Rect1,70,14,orange,Rect2,110,32,red,Rect3,114,32,red,Rect4,40,32,yellow,Rect5,308,75,blue,31
1284,Rect1,68,18,orange,Rect2,112,34,red,Rect3,112,32,red,Rect4,40,36,yellow,Rect5,310,67,blue,31
1285,Rect1,60,16,orange,Rect2,116,36,red,Rect3,118,38,red,Rect4,42,32,yellow,Rect5,304,73,blue,31
1286,Rect1,68,18,orange,Rect2,112,36,red,Rect3,114,30,red,Rect4,42,34,yellow,Rect5,304,65,blue,31
1287,Rect1,62,14,orange,Rect2,118,30,red,Rect3,116,34,red,Rect4,44,32,yellow,Rect5,306,69,blue,31
1288,Rect1,62,18,orange,Rect2,118,40,red,Rect3,114,32,red,Rect4,40,38,yellow,Rect5,310,67,blue,31
1289,Rect1,62,20,orange,Rect2,120,38,red,Rect3,112,32,red,Rect4,46,38,yellow,Rect5,302,71,blue,31
1290,Rect1,62,14,orange,Rect2,114,38,red,Rect3,114,40,red,Rect4,44,38,yellow,Rect5,308,73,blue,31
1291,Rect1,66,18,orange,Rect2,112,40,red,Rect3,116,38,red,Rect4,44,32,yellow,Rect5,310,65,blue,31
1292,Rect1,68,22,orange,Rect2,120,32,red,Rect3,112,30,red,Rect4,40,34,yellow,Rect5,304,67,blue,31
1293,Rect1,64,20,orange,Rect2,116,32,red,Rect3,112,32,red,Rect4,42,38,yellow,Rect5,300,67,blue,31
1294,Rect1,68,16,orange,Rect2,114,34,red,Rect3,112,32,red,Rect4,46,30,yellow,Rect5,306,73,blue,31
1295,Rect1,64,12,orange,Rect2,112,34,red,Rect3,114,36,red,Rect4,42,34,yellow,Rect5,300,65,blue,31
1296,Rect1,62,14,orange,Rect2,116,30,red,Rect3,112,32,red,Rect4,46,34,yellow,Rect5,310,75,blue,31
1297,Rect1,60,16,orange,Rect2,118,34,red,Rect3,110,38,red,Rect4,42,30,yellow,Rect5,302,67,blue,31
1298,Rect1,64,18,orange,Rect2,120,38,red,Rect3,110,40,red,Rect4,46,32,yellow,Rect5,304,73,blue,31
1299,Rect1,66,14,orange,Rect2,114,30,red,Rect3,116,32,red,Rect4,46,36,yellow,Rect5,308,69,blue,31
1300,Rect1,68,16,orange,Rect2,118,34,red,Rect3,110,30,red,Rect4,42,40,yellow,Rect5,306,73,blue,31
1301,Rect1,60,18,orange,Rect2,114,30,red,Rect3,114,34,red,Rect4,46,34,yellow,Rect5,300,65,blue,31
1302,Rect1,62,18,orange,Rect2,112,32,red,Rect3,112,40,red,Rect4,48,30,yellow,Rect5,304,71,blue,31
1303,Rect1,60,22,orange,Rect2,114,30,red,Rect3,112,32,red,Rect4,46,36,yellow,Rect5,300,73,blue,31
1304,Rect1,62,18,orange,Rect2,118,32,red,Rect3,118,38,red,Rect4,46,30,yellow,Rect5,300,75,blue,31
1305,Rect1,62,16,orange,Rect2,118,32,red,Rect3,112,34,red,Rect4,44,32,yellow,Rect5,304,69,blue,31
1306,Rect1,66,18,orange,Rect2,114,36,red,Rect3,116,38,red,Rect4,44,38,yellow,Rect5,300,67,blue,31
1307,Rect1,60,12,orange,Rect2,116,40,red,Rect3,120,40,red,Rect4,48,34,yellow,Rect5,304,69,blue,31
1308,Rect1,66,12,orange,Rect2,120,36,red,Rect3,110,40,red,Rect4,42,30,yellow,Rect5,302,75,blue,31
1309,Rect1,68,14,orange,Rect2,120,32,red,Rect3,114,34,red,Rect4,40,30,yellow,Rect5,308,65,blue,31
1310,Rect1,62,18,orange,Rect2,120,40,red,Rect3,112,36,red,Rect4,42,32,yellow,Rect5,308,73,blue,31
1311,Rect1,68,22,orange,Rect2,112,38,red,Rect3,120,40,red,Rect4,40,30,yellow,Rect5,304,75,blue,31
1312,Rect1,62,16,orange,Rect2,112,34,red,Rect3,120,38,red,Rect4,42,32,yellow,Rect5,310,71,blue,31
1313,Rect1,62,22,orange,Rect2,110,34,red,Rect3,112,36,red,Rect4,48,40,yellow,Rect5,310,65,blue,31
1314,Rect1,62,18,orange,Rect2,118,30,red,Rect3,112,36,red,Rect4,44,38,yellow,Rect5,300,71,blue,31
1315,Rect1,60,20,orange,Rect2,116,36,red,Rect3,116,38,red,Rect4,42,34,yellow,Rect5,302,75,blue,31
1316,Rect1,68,16,orange,Rect2,120,30,red,Rect3,112,38,red,Rect4,42,30,yellow,Rect5,300,67,blue,31
1317,Rect1,60,14,orange,Rect2,114,34,red,Rect3,110,34,red,Rect4,42,38,yellow,Rect5,300,67,blue,31
1318,Rect1,60,20,orange,Rect2,112,34,red,Rect3,112,30,red,Rect4,46,34,yellow,Rect5,308,65,blue,31
1319,Rect1,60,20,orange,Rect2,118,36,red,Rect3,114,38,red,Rect4,42,38,yellow,Rect5,306,73,blue,31
1320,Rect1,60,12,orange,Rect2,110,34,red,Rect3,116,30,red,Rect4,42,38,yellow,Rect5,310,71,blue,31
1321,Rect1,68,16,orange,Rect2,110,40,red,Rect3,116,36,red,Rect4,48,36,yellow,Rect5,306,67,blue,31
1322,Rect1,62,20,orange,Rect2,110,32,red,Rect3,110,30,red,Rect4,46,32,yellow,Rect5,304,73,blue,31
1323,Rect1,66,20,orange,Rect2,110,30,red,Rect3,112,40,red,Rect4,44,36,yellow,Rect5,310,65,blue,31
1324,Rect1,66,22,orange,Rect2,110,34,red,Rect3,116,32,red,Rect4,42,36,yellow,Rect5,308,71,blue,31
1325,Rect1,62,22,orange,Rect2,110,40,red,Rect3,116,40,red,Rect4,48,40,yellow,Rect5,306,73,blue,31
1326,Rect1,62,14,orange,Rect2,120,38,red,Rect3,110,40,red,Rect4,42,32,yellow,Rect5,308,67,blue,31
1327,Rect1,70,18,orange,Rect2,120,32,red,Rect3,112,30,red,Rect4,44,38,yellow,Rect5,306,75,blue,31
1328,Rect1,68,14,orange,Rect2,110,34,red,Rect3,118,32,red,Rect4,50,34,yellow,Rect5,310,71,blue,31
1329,Rect1,62,16,orange,Rect2,118,36,red,Rect3,114,36,red,Rect4,42,30,yellow,Rect5,308,71,blue,31
1330,Rect1,62,12,orange,Rect2,120,36,red,Rect3,110,32,red,Rect4,46,34,yellow,Rect5,304,65,blue,31
1331,Rect1,62,12,orange,Rect2,116,34,red,Rect3,112,36,red,Rect4,50,32,yellow,Rect5,304,75,blue,31
1332,Rect1,70,14,orange,Rect2,114,30,red,Rect3,114,32,red,Rect4,48,30,yellow,Rect5,304,67,blue,31
1333,Rect1,66,12,orange,Rect2,116,30,red,Rect3,112,36,red,Rect4,46,34,yellow,Rect5,304,65,blue,31
1334,Rect1,64,18,orange,Rect2,118,34,red,Rect3,112,34,red,Rect4,40,34,yellow,Rect5,308,73,blue,31
1335,Rect1,60,18,orange,Rect2,112,30,red,Rect3,114,32,red,Rect4,42,38,yellow,Rect5,304,67,blue,31
1336,Rect1,70,14,orange,Rect2,114,34,red,Rect3,116,34,red,Rect4,46,36,yellow,Rect5,304,67,blue,31
1337,Rect1,62,20,orange,Rect2,112,34,red,Rect3,120,30,red,Rect4,48,32,yellow,Rect5,302,65,blue,31
1338,Rect1,62,16,orange,Rect2,118,38,red,Rect3,114,34,red,Rect4,42,34,yellow,Rect5,300,71,blue,31
1339,Rect1,66,18,orange,Rect2,112,34,red,Rect3,116,36,red,Rect4,42,30,yellow,Rect5,300,65,blue,31
1340,Rect1,70,12,orange,Rect2,112,36,red,Rect3,118,36,red,Rect4,42,34,yellow,Rect5,300,65,blue,31
1341,Rect1,62,16,orange,Rect2,120,36,red,Rect3,116,38,red,Rect4,44,36,yellow,Rect5,306,67,blue,31
1342,Rect1,64,16,orange,Rect2,118,36,red,Rect3,112,32,red,Rect4,40,36,yellow,Rect5,302,67,blue,31
1343,Rect1,62,18,orange,Rect2,112,36,red,Rect3,114,36,red,Rect4,40,30,yellow,Rect5,306,71,blue,31
1344,Rect1,66,18,orange,Rect2,118,34,red,Rect3,112,40,red,Rect4,46,40,yellow,Rect5,308,69,blue,31
1345,Rect1,60,20,orange,Rect2,118,38,red,Rect3,118,32,red,Rect4,50,32,yellow,Rect5,308,67,blue,31
1346,Rect1,68,20,orange,Rect2,114,30,red,Rect3,110,34,red,Rect4,40,38,yellow,Rect5,306,65,blue,31
1347,Rect1,68,22,orange,Rect2,112,30,red,Rect3,118,34,red,Rect4,48,34,yellow,Rect5,306,65,blue,31
1348,Rect1,64,18,orange,Rect2,112,38,red,Rect3,120,30,red,Rect4,44,30,yellow,Rect5,304,65,blue,31
1349,Rect1,62,16,orange,Rect2,110,34,red,Rect3,114,32,red,Rect4,48,30,yellow,Rect5,304,73,blue,31
1350,Rect1,70,12,orange,Rect2,118,36,red,Rect3,116,32,red,Rect4,48,38,yellow,Rect5,308,67,blue,31
1351,Rect1,70,22,orange,Rect2,114,36,red,Rect3,116,30,red,Rect4,48,34,yellow,Rect5,302,65,blue,31
1352,Rect1,66,14,orange,Rect2,110,32,red,Rect3,116,38,red,Rect4,42,38,yellow,Rect5,306,67,blue,31
1353,Rect1,66,18,orange,Rect2,110,32,red,Rect3,120,36,red,Rect4,42,32,yellow,Rect5,300,75,blue,31
1354,Rect1,64,12,orange,Rect2,116,30,red,Rect3,116,36,red,Rect4,44,30,yellow,Rect5,306,71,blue,31
1355,Rect1,64,20,orange,Rect2,110,34,red,Rect3,114,38,red,Rect4,40,34,yellow,Rect5,306,75,blue,31
1356,Rect1,62,16,orange,Rect2,112,36,red,Rect3,116,32,red,Rect4,42,36,yellow,Rect5,306,65,blue,31
1357,Rect1,66,16,orange,Rect2,116,34,red,Rect3,120,30,red,Rect4,44,34,yellow,Rect5,306,71,blue,31
1358,Rect1,64,14,orange,Rect2,120,36,red,Rect3,112,38,red,Rect4,44,34,yellow,Rect5,304,65,blue,31
1359,Rect1,64,16,orange,Rect2,116,36,red,Rect3,114,32,red,Rect4,50,34,yellow,Rect5,304,71,blue,31
1360,Rect1,68,22,orange,Rect2,114,36,red,Rect3,110,40,red,Rect4,42,30,yellow,Rect5,308,65,blue,31
1361,Rect1,68,18,orange,Rect2,112,32,red,Rect3,110,30,red,Rect4,48,32,yellow,Rect5,308,71,blue,31
1362,Rect1,62,12,orange,Rect2,118,36,red,Rect3,120,30,red,Rect4,46,32,yellow,Rect5,310,65,blue,31
1363,Rect1,66,20,orange,Rect2,116,36,red,Rect3,116,38,red,Rect4,44,30,yellow,Rect5,300,69,blue,31
1364,Rect1,66,18,orange,Rect2,118,32,red,Rect3,116,32,red,Rect4,42,30,yellow,Rect5,306,69,blue,31
1365,Rect1,64,12,orange,Rect2,110,32,red,Rect3,114,36,red,Rect4,50,32,yellow,Rect5,308,65,blue,31
1366,Rect1,70,12,orange,Rect2,114,38,red,Rect3,118,38,red,Rect4,42,36,yellow,Rect5,306,73,blue,31
1367,Rect1,68,22,orange,Rect2,114,38,red,Rect3,118,32,red,Rect4,40,36,yellow,Rect5,306,69,blue,31
1368,Rect1,62,14,orange,Rect2,114,32,red,Rect3,110,38,red,Rect4,42,34,yellow,Rect5,306,73,blue,31
1369,Rect1,68,16,orange,Rect2,110,34,red,Rect3,112,36,red,Rect4,42,38,yellow,Rect5,304,69,blue,31
1370,Rect1,60,16,orange,Rect2,112,34,red,Rect3,118,38,red,Rect4,46,32,yellow,Rect5,300,71,blue,31
1371,Rect1,66,18,orange,Rect2,120,34,red,Rect3,110,38,red,Rect4,42,32,yellow,Rect5,302,65,blue,31
1372,Rect1,64,12,orange,Rect2,114,32,red,Rect3,118,36,red,Rect4,44,30,yellow,Rect5,300,71,blue,31
1373,Rect1,60,14,orange,Rect2,120,40,red,Rect3,116,36,red,Rect4,44,34,yellow,Rect5,300,75,blue,31
1374,Rect1,64,14,orange,Rect2,112,36,red,Rect3,118,32,red,Rect4,46,36,yellow,Rect5,306,65,blue,31
1375,Rect1,68,22,orange,Rect2,116,32,red,Rect3,110,30,red,Rect4,40,30,yellow,Rect5,306,73,blue,31
1376,Rect1,68,14,orange,Rect2,118,34,red,Rect3,114,38,red,Rect4,48,40,yellow,Rect5,306,69,blue,31
1377,Rect1,64,22,orange,Rect2,112,34,red,Rect3,116,32,red,Rect4,40,38,yellow,Rect5,300,67,blue,31
1378,Rect1,64,18,orange,Rect2,116,32,red,Rect3,112,32,red,Rect4,40,32,yellow,Rect5,310,73,blue,31
1379,Rect1,70,12,orange,Rect2,116,30,red,Rect3,118,36,red,Rect4,42,30,yellow,Rect5,306,71,blue,31
1380,Rect1,62,12,orange,Rect2,114,40,red,Rect3,116,30,red,Rect4,46,34,yellow,Rect5,310,69,blue,31
1381,Rect1,68,22,orange,Rect2,112,40,red,Rect3,116,34,red,Rect4,44,30,yellow,Rect5,306,65,blue,31
1382,Rect1,64,16,orange,Rect2,110,30,red,Rect3,110,34,red,Rect4,48,38,yellow,Rect5,302,69,blue,31
1383,Rect1,60,16,orange,Rect2,116,40,red,Rect3,110,40,red,Rect4,44,32,yellow,Rect5,300,75,blue,31
1384,Rect1,62,20,orange,Rect2,110,30,red,Rect3,118,32,red,Rect4,44,36,yellow,Rect5,302,65,blue,31
1385,Rect1,68,14,orange,Rect2,120,38,red,Rect3,120,36,red,Rect4,48,32,yellow,Rect5,302,67,blue,31
1386,Rect1,64,20,orange,Rect2,118,38,red,Rect3,118,38,red,Rect4,42,32,yellow,Rect5,310,67,blue,31
1387,Rect1,68,22,orange,Rect2,110,38,red,Rect3,118,36,red,Rect4,40,38,yellow,Rect5,300,69,blue,31
1388,Rect1,66,14,orange,Rect2,116,34,red,Rect3,114,38,red,Rect4,46,30,yellow,Rect5,306,69,blue,31
1389,Rect1,68,14,orange,Rect2,112,32,red,Rect3,120,34,red,Rect4,48,34,yellow,Rect5,302,65,blue,31
1390,Rect1,60,14,orange,Rect2,114,34,red,Rect3,110,30,red,Rect4,46,30,yellow,Rect5,302,71,blue,31
1391,Rect1,64,12,orange,Rect2,112,30,red,Rect3,112,30,red,Rect4,44,32,yellow,Rect5,302,69,blue,31
1392,Rect1,64,16,orange,Rect2,120,38,red,Rect3,114,40,red,Rect4,50,34,yellow,Rect5,304,73,blue,31
1393,Rect1,66,18,orange,Rect2,118,34,red,Rect3,116,40,red,Rect4,48,36,yellow,Rect5,308,69,blue,31
